customer_id,age,gender,city,registration_date,num_transaction,total_spent,avg_transaction,std_transaction,total_items,first_purchase,last_purchase,recency_days,customer_lifetime_days,days_since_registration,is_churned
149,56,M,Houston,2023-02-07 00:00:00,3.0,537.5252417199243,179.17508057330812,44.28208488675019,5.0,2023-09-29 00:00:00,2024-03-24 20:00:00,118.0,177.0,530,1
150,44,M,New York,2023-02-07 06:00:00,3.0,195.56967566350096,65.18989188783365,14.648736931083038,7.0,2024-02-09 14:00:00,2024-05-22 04:00:00,60.0,102.0,530,0
151,26,M,New York,2023-02-07 12:00:00,2.0,125.77089056719491,62.885445283597456,57.986254132495944,3.0,2023-11-21 18:00:00,2023-12-11 00:00:00,223.0,19.0,530,1
152,32,M,Houston,2023-02-07 18:00:00,1.0,32.45912390273952,32.45912390273952,0.0,4.0,2024-03-22 00:00:00,2024-03-22 00:00:00,121.0,0.0,529,1
153,32,F,Houston,2023-02-08 00:00:00,3.0,398.2977877909892,132.76592926366308,93.68986735928226,11.0,2023-08-04 08:00:00,2023-12-22 20:00:00,211.0,140.0,529,1
154,43,F,Houston,2023-02-08 06:00:00,8.0,857.5847897861655,107.19809872327069,51.32092186801929,17.0,2023-06-23 12:00:00,2023-12-04 18:00:00,229.0,164.0,529,1
155,59,M,New York,2023-02-08 12:00:00,6.0,583.4983959126728,97.24973265211213,40.91529217130313,18.0,2023-08-18 20:00:00,2024-07-09 14:00:00,12.0,325.0,529,0
156,30,M,New York,2023-02-08 18:00:00,10.0,1005.8257037107371,100.58257037107371,117.29365042527917,23.0,2023-07-06 22:00:00,2024-06-20 00:00:00,31.0,349.0,528,0
157,68,F,Houston,2023-02-09 00:00:00,2.0,197.8793764353975,98.93968821769874,9.875440495233818,4.0,2023-09-19 18:00:00,2023-10-08 10:00:00,287.0,18.0,528,1
158,49,M,Phoenix,2023-02-09 06:00:00,1.0,59.09437672868252,59.09437672868252,0.0,1.0,2024-07-19 16:00:00,2024-07-19 16:00:00,1.0,0.0,528,0
159,56,M,Phoenix,2023-02-09 12:00:00,4.0,338.7982370541558,84.69955926353894,45.02384885900885,15.0,2023-06-02 04:00:00,2024-05-09 00:00:00,73.0,341.0,528,1
160,66,M,Los Angeles,2023-02-09 18:00:00,3.0,198.2684799131641,66.08949330438803,40.17928225066029,5.0,2023-09-15 10:00:00,2024-05-17 22:00:00,64.0,245.0,527,1
161,69,F,Chicago,2023-02-10 00:00:00,6.0,508.43756950499966,84.73959491749994,31.544418576919533,21.0,2023-06-05 12:00:00,2024-06-25 22:00:00,25.0,386.0,527,0
162,49,F,Phoenix,2023-02-10 06:00:00,8.0,983.3435432081629,122.91794290102037,91.74833391737866,20.0,2023-06-01 20:00:00,2024-05-17 20:00:00,64.0,351.0,527,1
163,21,F,New York,2023-02-10 12:00:00,6.0,362.9850736038264,60.497512267304394,38.82254833142741,16.0,2023-06-12 14:00:00,2024-05-09 04:00:00,73.0,331.0,527,1
164,47,F,Phoenix,2023-02-10 18:00:00,9.0,1203.4055943792687,133.71173270880763,111.47117827591354,17.0,2023-06-27 22:00:00,2024-06-13 06:00:00,38.0,351.0,526,0
165,54,F,Los Angeles,2023-02-11 00:00:00,4.0,524.7587142911779,131.18967857279446,62.42056895045623,13.0,2023-06-16 20:00:00,2024-05-03 04:00:00,79.0,321.0,526,1
166,40,M,Los Angeles,2023-02-11 06:00:00,7.0,601.0348175667032,85.86211679524331,53.19227703084299,17.0,2023-09-27 04:00:00,2024-04-04 18:00:00,107.0,190.0,526,1
167,56,F,Chicago,2023-02-11 12:00:00,1.0,97.66268261851529,97.66268261851529,0.0,1.0,2023-11-14 20:00:00,2023-11-14 20:00:00,249.0,0.0,526,1
168,62,M,Phoenix,2023-02-11 18:00:00,3.0,214.5419355984242,71.51397853280807,51.83709823266205,7.0,2023-08-02 18:00:00,2024-07-16 20:00:00,4.0,349.0,525,0
169,32,M,New York,2023-02-12 00:00:00,2.0,128.05335158644414,64.02667579322207,62.62085750076018,7.0,2023-11-08 10:00:00,2024-06-16 06:00:00,35.0,220.0,525,0
170,60,F,New York,2023-02-12 06:00:00,4.0,294.51676053673214,73.62919013418303,53.561898336355945,11.0,2023-08-20 10:00:00,2024-02-02 22:00:00,169.0,166.0,525,1
171,46,F,Houston,2023-02-12 12:00:00,9.0,914.2544286730013,101.58382540811125,50.03976993657262,21.0,2023-10-02 16:00:00,2024-07-08 00:00:00,13.0,279.0,525,0
172,53,M,New York,2023-02-12 18:00:00,3.0,249.3622643732391,83.1207547910797,41.98864538467993,6.0,2023-08-13 04:00:00,2024-06-28 22:00:00,22.0,320.0,524,0
173,30,M,Chicago,2023-02-13 00:00:00,4.0,255.31219698115103,63.82804924528776,21.09304582667574,11.0,2023-07-16 16:00:00,2024-04-16 04:00:00,96.0,274.0,524,1
174,49,M,Chicago,2023-02-13 06:00:00,2.0,264.5423813621205,132.27119068106026,99.38344793525154,3.0,2023-07-24 02:00:00,2023-08-04 12:00:00,352.0,11.0,524,1
175,24,F,New York,2023-02-13 12:00:00,9.0,1343.3157287345082,149.25730319272313,120.67510520429008,26.0,2023-09-22 20:00:00,2024-07-12 12:00:00,9.0,293.0,524,0
176,68,F,New York,2023-02-13 18:00:00,2.0,210.3633130951244,105.1816565475622,57.42105100316622,4.0,2023-07-08 08:00:00,2023-12-07 20:00:00,226.0,152.0,523,1
177,39,F,Houston,2023-02-14 00:00:00,6.0,827.7933220855422,137.9655536809237,122.10624181074839,19.0,2023-06-20 02:00:00,2024-07-16 06:00:00,5.0,392.0,523,0
178,45,F,New York,2023-02-14 06:00:00,5.0,712.5800704793184,142.51601409586368,43.2669064783805,16.0,2023-06-18 12:00:00,2024-06-18 12:00:00,33.0,366.0,523,0
179,19,F,Houston,2023-02-14 12:00:00,5.0,430.69081471573423,86.13816294314685,57.1466659085746,15.0,2023-07-25 10:00:00,2024-07-09 10:00:00,12.0,350.0,523,0
180,59,M,Houston,2023-02-14 18:00:00,3.0,262.4994269766699,87.4998089922233,29.836807214662908,11.0,2024-03-08 20:00:00,2024-05-01 20:00:00,80.0,54.0,522,1
181,62,F,New York,2023-02-15 00:00:00,7.0,929.7767841418841,132.82525487741202,69.71892367685196,20.0,2023-11-05 04:00:00,2024-06-15 02:00:00,36.0,222.0,522,0
182,23,M,Los Angeles,2023-02-15 06:00:00,6.0,769.9196829066426,128.3199471511071,63.16864160805636,13.0,2023-06-10 22:00:00,2024-05-14 20:00:00,67.0,338.0,522,1
183,45,M,Los Angeles,2023-02-15 12:00:00,6.0,691.8530717404824,115.3088452900804,76.42681199145434,14.0,2023-06-04 04:00:00,2024-03-24 02:00:00,119.0,293.0,522,1
184,45,M,Houston,2023-02-15 18:00:00,6.0,282.73770609126234,47.12295101521039,30.01988906660668,14.0,2023-08-28 20:00:00,2024-03-20 02:00:00,123.0,204.0,521,1
185,61,F,New York,2023-02-16 00:00:00,6.0,613.0597889968706,102.17663149947843,88.6632341290149,12.0,2023-11-09 14:00:00,2024-06-29 10:00:00,22.0,232.0,521,0
186,61,F,Los Angeles,2023-02-16 06:00:00,2.0,141.32320366556021,70.66160183278011,33.64776762389045,4.0,2024-03-17 22:00:00,2024-06-27 12:00:00,24.0,101.0,521,0
187,37,F,New York,2023-02-16 12:00:00,8.0,769.8526703643887,96.23158379554859,45.1720134549989,18.0,2023-10-22 12:00:00,2024-06-20 14:00:00,31.0,242.0,521,0
188,47,M,New York,2023-02-16 18:00:00,12.0,1069.8797612684516,89.15664677237096,62.00524281147857,28.0,2023-06-02 06:00:00,2024-06-17 12:00:00,34.0,381.0,520,0
189,28,M,New York,2023-02-17 00:00:00,4.0,230.25617524626858,57.564043811567146,34.469168708668825,10.0,2023-11-04 04:00:00,2024-06-18 16:00:00,32.0,227.0,520,0
190,45,M,Phoenix,2023-02-17 06:00:00,7.0,656.9433029996819,93.84904328566884,70.90009766903992,13.0,2023-07-07 04:00:00,2024-07-08 12:00:00,13.0,367.0,520,0
191,42,M,New York,2023-02-17 12:00:00,6.0,670.4194769706369,111.73657949510614,48.9799592368621,14.0,2023-07-11 00:00:00,2024-04-03 04:00:00,109.0,267.0,520,1
192,56,M,Phoenix,2023-02-17 18:00:00,6.0,1117.179485411902,186.19658090198368,116.20507628906759,12.0,2023-11-16 22:00:00,2024-03-29 02:00:00,114.0,133.0,519,1
193,50,M,Houston,2023-02-18 00:00:00,7.0,720.8543575006886,102.9791939286698,40.94204145000519,12.0,2023-08-15 06:00:00,2024-05-31 20:00:00,50.0,290.0,519,0
194,18,F,Los Angeles,2023-02-18 06:00:00,8.0,915.2778308872099,114.40972886090124,76.49859871868884,23.0,2023-07-26 12:00:00,2024-05-20 08:00:00,62.0,298.0,519,1
195,44,F,Los Angeles,2023-02-18 12:00:00,10.0,881.5397884713315,88.15397884713315,53.57074840861924,28.0,2023-08-13 00:00:00,2024-07-04 18:00:00,16.0,326.0,519,0
196,69,F,Los Angeles,2023-02-18 18:00:00,5.0,355.4079464658165,71.0815892931633,61.24912147625617,14.0,2023-06-14 18:00:00,2024-06-28 08:00:00,23.0,379.0,518,0
197,30,F,Los Angeles,2023-02-19 00:00:00,4.0,868.4420834660747,217.11052086651867,128.99739787488485,7.0,2023-11-25 20:00:00,2024-07-01 04:00:00,20.0,218.0,518,0
198,58,M,Los Angeles,2023-02-19 06:00:00,4.0,182.6989760233512,45.6747440058378,10.838201093548383,9.0,2023-06-05 16:00:00,2023-11-14 12:00:00,250.0,161.0,518,1
199,20,M,Los Angeles,2023-02-19 12:00:00,4.0,361.60108456143035,90.40027114035759,74.69251590632896,8.0,2023-06-16 02:00:00,2024-01-06 10:00:00,197.0,204.0,518,1
200,56,F,Los Angeles,2023-02-19 18:00:00,1.0,11.40938529873028,11.40938529873028,0.0,1.0,2024-06-04 22:00:00,2024-06-04 22:00:00,46.0,0.0,517,0
201,23,M,Houston,2023-02-20 00:00:00,10.0,998.1756035244318,99.81756035244318,48.83175981507216,27.0,2023-07-10 08:00:00,2024-05-29 02:00:00,53.0,323.0,517,0
202,25,F,New York,2023-02-20 06:00:00,5.0,190.74775760816942,38.14955152163388,15.872672532961845,17.0,2023-08-07 10:00:00,2024-04-18 00:00:00,94.0,254.0,517,1
203,44,F,Chicago,2023-02-20 12:00:00,5.0,483.32944588884095,96.6658891777682,64.53764342996362,15.0,2023-06-15 16:00:00,2024-06-21 22:00:00,29.0,372.0,517,0
204,26,F,Phoenix,2023-02-20 18:00:00,5.0,582.4396646994749,116.48793293989497,87.33881786602423,11.0,2023-08-17 08:00:00,2024-06-02 16:00:00,48.0,290.0,516,0
205,54,M,Chicago,2023-02-21 00:00:00,5.0,461.54065039500676,92.30813007900136,57.003673483499156,15.0,2023-06-13 14:00:00,2024-01-01 18:00:00,201.0,202.0,516,1
206,50,F,Chicago,2023-02-21 06:00:00,7.0,517.2451456277332,73.89216366110475,30.539708785420746,15.0,2023-11-09 12:00:00,2024-05-27 08:00:00,55.0,199.0,516,0
207,68,F,New York,2023-02-21 12:00:00,9.0,812.9412088349889,90.32680098166543,65.87252093372304,26.0,2023-07-13 00:00:00,2024-06-06 10:00:00,45.0,329.0,516,0
208,59,F,New York,2023-02-21 18:00:00,4.0,339.3218152745491,84.83045381863728,73.31736648746873,11.0,2023-11-30 14:00:00,2024-07-06 10:00:00,15.0,218.0,515,0
209,61,M,New York,2023-02-22 00:00:00,2.0,342.8255811971082,171.4127905985541,56.75359272370268,5.0,2023-09-18 20:00:00,2024-04-03 16:00:00,108.0,197.0,515,1
210,41,M,Los Angeles,2023-02-22 06:00:00,7.0,954.4073926926196,136.3439132418028,92.41767428513502,23.0,2023-06-28 20:00:00,2024-03-18 16:00:00,124.0,263.0,515,1
211,32,F,Houston,2023-02-22 12:00:00,8.0,1414.4574630627094,176.80718288283867,114.95283391615219,21.0,2023-06-02 18:00:00,2024-06-06 00:00:00,45.0,369.0,515,0
212,49,M,Los Angeles,2023-02-22 18:00:00,5.0,515.1570158757067,103.03140317514135,70.41034133687357,14.0,2023-11-07 08:00:00,2024-06-02 18:00:00,48.0,208.0,514,0
213,49,M,Houston,2023-02-23 00:00:00,4.0,397.4324305384322,99.35810763460805,108.91141075016898,8.0,2023-06-24 06:00:00,2023-12-24 06:00:00,210.0,183.0,514,1
214,41,M,Houston,2023-02-23 06:00:00,7.0,1000.7839097565119,142.96912996521598,65.25278857719586,17.0,2023-06-23 22:00:00,2024-07-18 06:00:00,3.0,390.0,514,0
215,58,M,Chicago,2023-02-23 12:00:00,5.0,570.6763872572892,114.13527745145784,82.58345825796447,13.0,2023-09-12 08:00:00,2024-06-12 02:00:00,39.0,273.0,514,0
216,69,M,Chicago,2023-02-23 18:00:00,2.0,11.345060926531659,5.672530463265829,3.6027291629461193,6.0,2023-08-30 18:00:00,2023-10-12 22:00:00,282.0,43.0,513,1
217,66,M,Houston,2023-02-24 00:00:00,4.0,426.0166855658431,106.50417139146077,63.20285560232215,10.0,2024-01-24 18:00:00,2024-06-15 18:00:00,35.0,143.0,513,0
218,66,M,Houston,2023-02-24 06:00:00,6.0,806.830919742993,134.4718199571655,105.75573960590995,15.0,2023-07-07 02:00:00,2024-03-16 14:00:00,127.0,253.0,513,1
219,69,M,Los Angeles,2023-02-24 12:00:00,2.0,322.5502552327823,161.27512761639116,187.30215103313714,5.0,2023-07-13 12:00:00,2023-12-01 12:00:00,233.0,141.0,513,1
220,29,M,Los Angeles,2023-02-24 18:00:00,7.0,565.8183881117249,80.83119830167497,66.31880270227768,15.0,2023-06-12 10:00:00,2024-06-30 06:00:00,21.0,383.0,512,0
221,56,M,Chicago,2023-02-25 00:00:00,3.0,302.96630565944304,100.98876855314768,27.01028121954349,6.0,2023-11-02 04:00:00,2024-05-05 08:00:00,77.0,185.0,512,1
222,19,F,New York,2023-02-25 06:00:00,4.0,343.65802802937816,85.91450700734454,36.5289715461924,13.0,2023-07-19 10:00:00,2024-06-22 06:00:00,29.0,338.0,512,0
223,20,F,Houston,2023-02-25 12:00:00,4.0,281.7368947523645,70.43422368809112,47.62954740802062,7.0,2023-08-10 22:00:00,2024-02-18 16:00:00,153.0,191.0,512,1
224,66,M,Los Angeles,2023-02-25 18:00:00,3.0,284.24275350690345,94.74758450230115,67.47085287976438,8.0,2024-02-26 06:00:00,2024-06-30 04:00:00,21.0,124.0,511,0
225,54,F,Chicago,2023-02-26 00:00:00,4.0,329.42891470720303,82.35722867680076,56.15680753003057,13.0,2023-10-07 08:00:00,2024-07-20 04:00:00,1.0,286.0,511,0
226,66,F,Los Angeles,2023-02-26 06:00:00,4.0,504.77281469285475,126.19320367321369,55.22015367087298,9.0,2023-07-06 06:00:00,2024-07-05 14:00:00,16.0,365.0,511,0
227,34,M,Houston,2023-02-26 12:00:00,7.0,740.9153213250596,105.84504590357994,65.12891451588372,22.0,2023-06-26 04:00:00,2024-03-14 08:00:00,129.0,262.0,511,1
228,66,M,Houston,2023-02-26 18:00:00,5.0,234.04124106056685,46.80824821211337,19.808172114668675,12.0,2023-06-14 00:00:00,2024-05-02 10:00:00,80.0,323.0,510,1
229,19,M,Phoenix,2023-02-27 00:00:00,3.0,274.89114532565816,91.63038177521939,52.9682123301943,6.0,2024-02-26 18:00:00,2024-06-24 22:00:00,26.0,119.0,510,0
230,19,F,New York,2023-02-27 06:00:00,4.0,264.2288314258784,66.0572078564696,16.94173702726191,12.0,2023-10-03 04:00:00,2024-04-15 06:00:00,97.0,195.0,510,1
231,45,F,Phoenix,2023-02-27 12:00:00,1.0,57.89992040860067,57.89992040860067,0.0,4.0,2023-09-13 00:00:00,2023-09-13 00:00:00,312.0,0.0,510,1
232,40,M,Chicago,2023-02-27 18:00:00,5.0,415.5325934736276,83.10651869472552,61.394934617689934,8.0,2023-07-24 20:00:00,2024-07-09 22:00:00,11.0,351.0,509,0
233,54,M,Los Angeles,2023-02-28 00:00:00,6.0,491.2610244049086,81.8768374008181,53.335920993424324,13.0,2023-07-31 14:00:00,2024-07-14 06:00:00,7.0,348.0,509,0
234,49,M,Chicago,2023-02-28 06:00:00,3.0,319.74071315254344,106.58023771751448,10.971732592201175,5.0,2023-08-19 06:00:00,2024-02-12 10:00:00,160.0,177.0,509,1
235,50,F,Houston,2023-02-28 12:00:00,7.0,742.28936806685,106.04133829526428,95.1887590467429,24.0,2023-08-10 00:00:00,2024-01-30 08:00:00,173.0,173.0,509,1
236,18,F,Phoenix,2023-02-28 18:00:00,3.0,120.29119125102282,40.09706375034094,30.168173681420658,8.0,2023-09-26 00:00:00,2024-07-18 02:00:00,3.0,296.0,508,0
237,36,F,Phoenix,2023-03-01 00:00:00,9.0,1061.8257769388847,117.9806418820983,114.22378198896267,24.0,2023-12-07 08:00:00,2024-05-17 02:00:00,65.0,161.0,508,1
238,19,F,Phoenix,2023-03-01 06:00:00,3.0,203.6719240909874,67.89064136366247,85.23393673077148,8.0,2023-06-28 16:00:00,2024-03-07 12:00:00,136.0,252.0,508,1
239,61,M,Chicago,2023-03-01 12:00:00,7.0,996.332361068595,142.33319443837073,67.27575388670607,20.0,2023-12-26 06:00:00,2024-05-06 10:00:00,76.0,132.0,508,1
240,43,M,Houston,2023-03-01 18:00:00,2.0,130.103134808029,65.0515674040145,0.7093540756009494,7.0,2023-08-03 14:00:00,2023-11-20 12:00:00,244.0,108.0,507,1
241,49,M,Los Angeles,2023-03-02 00:00:00,2.0,184.3660645491072,92.1830322745536,2.522502435364094,2.0,2023-09-18 06:00:00,2024-04-26 12:00:00,86.0,221.0,507,1
242,23,M,Los Angeles,2023-03-02 06:00:00,3.0,198.58052151657017,66.19350717219005,38.42378188592504,6.0,2023-10-13 14:00:00,2024-03-28 10:00:00,115.0,166.0,507,1
243,49,F,Chicago,2023-03-02 12:00:00,2.0,49.287837930388804,24.643918965194402,18.66933229222151,5.0,2023-06-22 20:00:00,2024-06-03 06:00:00,48.0,346.0,507,0
244,21,F,Phoenix,2023-03-02 18:00:00,2.0,97.77592897305605,48.88796448652803,17.609733777853634,7.0,2024-03-16 08:00:00,2024-06-15 08:00:00,36.0,91.0,506,0
245,28,M,New York,2023-03-03 00:00:00,7.0,814.3686207998087,116.33837439997266,113.3606444492426,17.0,2023-08-19 20:00:00,2024-05-27 16:00:00,54.0,281.0,506,0
246,34,M,Chicago,2023-03-03 06:00:00,5.0,511.5649218327678,102.31298436655356,71.75559133001278,16.0,2023-08-28 04:00:00,2024-06-25 12:00:00,26.0,302.0,506,0
247,55,F,Chicago,2023-03-03 12:00:00,10.0,940.4351983777806,94.04351983777806,86.06878362994529,23.0,2023-07-03 08:00:00,2024-05-30 06:00:00,52.0,331.0,506,0
248,41,M,Houston,2023-03-03 18:00:00,6.0,253.762025371916,42.29367089531933,21.43962275053717,10.0,2023-07-09 22:00:00,2024-04-23 02:00:00,89.0,288.0,505,1
249,22,F,Los Angeles,2023-03-04 00:00:00,2.0,238.350967644102,119.175483822051,1.6421808703437926,8.0,2024-04-08 08:00:00,2024-07-10 12:00:00,11.0,93.0,505,0
250,69,M,Chicago,2023-03-04 06:00:00,5.0,355.5822306819529,71.11644613639058,45.52314987716383,13.0,2023-06-14 10:00:00,2024-03-25 22:00:00,117.0,285.0,505,1
251,51,M,Chicago,2023-03-04 12:00:00,5.0,421.1079668038992,84.22159336077985,56.083650863985625,13.0,2023-07-13 10:00:00,2024-07-01 16:00:00,19.0,354.0,505,0
252,23,M,Phoenix,2023-03-04 18:00:00,4.0,280.6821261885886,70.17053154714715,47.05567452855573,9.0,2023-09-29 16:00:00,2024-03-18 00:00:00,125.0,170.0,504,1
253,39,M,Phoenix,2023-03-05 00:00:00,4.0,356.02329346132274,89.00582336533068,31.94661903958259,11.0,2024-01-28 00:00:00,2024-07-16 02:00:00,5.0,170.0,504,0
254,28,M,New York,2023-03-05 06:00:00,4.0,445.14379442725044,111.28594860681261,90.34203778184086,15.0,2023-06-07 22:00:00,2023-11-11 16:00:00,252.0,156.0,504,1
255,65,M,Houston,2023-03-05 12:00:00,4.0,344.175251499766,86.0438128749415,58.78780943140084,15.0,2023-07-20 14:00:00,2024-06-22 16:00:00,28.0,338.0,504,0
256,33,M,New York,2023-03-05 18:00:00,5.0,403.25952243772156,80.65190448754431,71.0470080418625,9.0,2023-10-30 20:00:00,2024-04-22 12:00:00,90.0,174.0,503,1
257,50,F,Phoenix,2023-03-06 00:00:00,2.0,254.72631409137583,127.36315704568791,49.44177328241245,7.0,2023-09-07 20:00:00,2024-06-22 22:00:00,28.0,289.0,503,0
258,26,F,Los Angeles,2023-03-06 06:00:00,4.0,242.56121246352728,60.64030311588182,35.38316769310632,10.0,2023-08-09 14:00:00,2024-04-25 20:00:00,86.0,260.0,503,1
259,23,F,Phoenix,2023-03-06 12:00:00,2.0,277.06196116534954,138.53098058267477,0.8450412048921868,4.0,2023-06-29 18:00:00,2024-06-26 22:00:00,24.0,363.0,503,0
260,33,F,Houston,2023-03-06 18:00:00,11.0,678.6474175766643,61.69521977969676,30.526569209005228,26.0,2023-06-05 18:00:00,2024-06-20 18:00:00,30.0,381.0,502,0
261,46,F,Phoenix,2023-03-07 00:00:00,2.0,311.74233732896414,155.87116866448207,103.32209004553754,2.0,2023-06-09 16:00:00,2023-12-25 02:00:00,209.0,198.0,502,1
262,20,M,Houston,2023-03-07 06:00:00,6.0,485.86024036442626,80.97670672740438,24.39636383095338,14.0,2023-07-27 08:00:00,2024-04-27 02:00:00,85.0,274.0,502,1
263,37,M,Houston,2023-03-07 12:00:00,3.0,299.5386572094311,99.84621906981037,45.644142401522764,8.0,2023-09-28 10:00:00,2024-06-08 22:00:00,42.0,254.0,502,0
264,53,F,Houston,2023-03-07 18:00:00,3.0,458.8498362328853,152.94994541096176,100.8539373220217,7.0,2023-09-05 22:00:00,2024-02-12 22:00:00,159.0,160.0,501,1
265,36,M,Houston,2023-03-08 00:00:00,7.0,537.452114937978,76.77887356256828,57.42555509791127,9.0,2023-07-04 20:00:00,2024-06-30 14:00:00,21.0,361.0,501,0
266,43,F,Houston,2023-03-08 06:00:00,5.0,574.6700001976243,114.93400003952486,53.78719646122779,15.0,2023-08-07 20:00:00,2024-07-06 06:00:00,15.0,333.0,501,0
267,20,F,Los Angeles,2023-03-08 12:00:00,4.0,484.19568471328313,121.04892117832078,81.2023726794673,7.0,2023-08-27 18:00:00,2024-06-09 00:00:00,42.0,286.0,501,0
268,36,M,New York,2023-03-08 18:00:00,8.0,547.2662443704721,68.40828054630902,33.48744273472822,22.0,2023-06-27 08:00:00,2024-06-22 04:00:00,29.0,360.0,500,0
269,37,M,Chicago,2023-03-09 00:00:00,7.0,700.1435830507285,100.02051186438977,98.91173387918089,24.0,2023-07-02 16:00:00,2024-07-11 12:00:00,10.0,374.0,500,0
270,49,M,New York,2023-03-09 06:00:00,5.0,440.89150415981356,88.17830083196272,136.8848517975613,14.0,2023-06-12 20:00:00,2024-04-21 06:00:00,91.0,313.0,500,1
271,24,F,Houston,2023-03-09 12:00:00,5.0,675.0036734239734,135.00073468479468,71.52658953081,7.0,2023-11-03 08:00:00,2024-06-26 06:00:00,25.0,235.0,500,0
272,69,M,Los Angeles,2023-03-09 18:00:00,4.0,238.11723955947386,59.529309889868465,40.893047880917685,8.0,2023-07-09 12:00:00,2024-03-06 10:00:00,137.0,240.0,499,1
273,58,F,Phoenix,2023-03-10 00:00:00,7.0,339.3287339831276,48.475533426161086,33.93668127482522,20.0,2023-07-08 14:00:00,2024-06-13 18:00:00,37.0,341.0,499,0
274,50,F,Los Angeles,2023-03-10 06:00:00,4.0,506.68575591739625,126.67143897934906,88.8678436631084,9.0,2023-09-28 14:00:00,2024-06-26 20:00:00,24.0,272.0,499,0
275,57,F,Houston,2023-03-10 12:00:00,4.0,324.41717545276794,81.10429386319198,22.366309815539495,10.0,2023-07-16 08:00:00,2024-07-15 00:00:00,6.0,364.0,499,0
276,56,M,Los Angeles,2023-03-10 18:00:00,7.0,762.2573012148308,108.89390017354727,70.67803251630112,17.0,2023-07-22 04:00:00,2024-06-02 22:00:00,48.0,316.0,498,0
277,35,M,Los Angeles,2023-03-11 00:00:00,7.0,794.7304030359421,113.5329147194203,81.95781498785064,23.0,2023-06-23 08:00:00,2024-02-04 08:00:00,168.0,226.0,498,1
278,57,F,Houston,2023-03-11 06:00:00,7.0,555.8591154856563,79.40844506937947,67.33743417835866,16.0,2023-08-22 00:00:00,2024-06-21 20:00:00,29.0,304.0,498,0
279,18,M,Los Angeles,2023-03-11 12:00:00,4.0,253.14331197476645,63.28582799369161,23.52029732363966,12.0,2023-07-08 06:00:00,2024-03-05 04:00:00,138.0,240.0,498,1
280,28,M,Chicago,2023-03-11 18:00:00,3.0,168.2661918840806,56.088730628026866,27.0797807868552,8.0,2023-08-24 20:00:00,2024-05-21 02:00:00,61.0,270.0,497,1
281,45,M,Chicago,2023-03-12 00:00:00,4.0,296.9370446738255,74.23426116845637,63.19616725119446,5.0,2023-07-15 04:00:00,2024-05-03 14:00:00,79.0,293.0,497,1
282,42,F,Los Angeles,2023-03-12 06:00:00,4.0,225.43728523527125,56.35932130881781,27.62795577117271,12.0,2023-10-31 10:00:00,2024-03-23 02:00:00,120.0,143.0,497,1
283,67,F,Phoenix,2023-03-12 12:00:00,11.0,903.5793194542402,82.14357449584003,58.92798628162643,26.0,2023-06-29 20:00:00,2024-06-19 14:00:00,32.0,355.0,497,0
284,40,M,Houston,2023-03-12 18:00:00,4.0,306.2712308539831,76.56780771349578,42.05969973098557,11.0,2023-07-16 12:00:00,2024-04-12 22:00:00,99.0,271.0,496,1
285,48,F,Chicago,2023-03-13 00:00:00,3.0,368.27602442528445,122.75867480842815,59.988093996553445,11.0,2023-12-26 04:00:00,2024-05-20 10:00:00,62.0,146.0,496,1
286,47,M,Phoenix,2023-03-13 06:00:00,3.0,413.3821517227751,137.79405057425836,64.58078164105773,9.0,2023-07-18 08:00:00,2024-03-07 00:00:00,136.0,232.0,496,1
287,59,M,Los Angeles,2023-03-13 12:00:00,5.0,673.6685953579531,134.73371907159063,37.6339664603726,13.0,2023-09-03 12:00:00,2024-05-27 18:00:00,54.0,267.0,496,0
288,52,M,Phoenix,2023-03-13 18:00:00,5.0,620.9085459412336,124.18170918824671,91.35185320610351,12.0,2024-02-03 10:00:00,2024-05-09 20:00:00,72.0,96.0,495,1
289,24,M,New York,2023-03-14 00:00:00,6.0,587.8047859401165,97.96746432335276,48.76194632524904,11.0,2023-06-19 02:00:00,2024-07-15 16:00:00,5.0,392.0,495,0
290,33,F,Chicago,2023-03-14 06:00:00,5.0,771.1180281956558,154.22360563913116,52.12967952392041,10.0,2023-08-14 12:00:00,2023-11-04 20:00:00,259.0,82.0,495,1
291,43,F,Los Angeles,2023-03-14 12:00:00,4.0,516.4829192514778,129.12072981286946,49.924174335462105,15.0,2023-07-29 04:00:00,2024-06-18 18:00:00,32.0,325.0,495,0
292,65,F,Houston,2023-03-14 18:00:00,3.0,312.5856370179995,104.19521233933317,60.68781463370373,10.0,2023-09-06 16:00:00,2024-06-19 04:00:00,32.0,286.0,494,0
293,69,M,Los Angeles,2023-03-15 00:00:00,3.0,195.57967551858144,65.19322517286048,33.13142139470094,9.0,2023-09-24 16:00:00,2024-05-02 02:00:00,80.0,220.0,494,1
294,66,M,Houston,2023-03-15 06:00:00,8.0,660.6311816289768,82.5788977036221,75.73124328238845,19.0,2023-06-22 08:00:00,2024-07-17 00:00:00,4.0,390.0,494,0
295,19,M,Los Angeles,2023-03-15 12:00:00,5.0,311.7859990724899,62.35719981449798,55.591992031505676,10.0,2023-06-10 06:00:00,2024-01-02 08:00:00,201.0,206.0,494,1
296,18,F,Phoenix,2023-03-15 18:00:00,6.0,748.1998479763613,124.69997466272689,55.44986570734712,11.0,2023-08-09 12:00:00,2024-05-13 22:00:00,68.0,278.0,493,1
